Date,Close,Open,High,Low,Volume
11/08/17,568.55,571.64,577.31,563.31,8579300.00
14/08/17,594.27,578.69,596.03,576.41,8555920.00
16/08/17,601.37,595.46,602.75,591.13,7330341.00
17/08/17,595.84,600.32,606.89,594.60,4616610.00
18/08/17,596.08,593.03,599.03,590.79,3386205.00
21/08/17,592.17,602.99,608.47,589.84,4175647.00
22/08/17,590.32,600.18,600.18,585.36,3690708.00
23/08/17,604.61,594.51,606.37,587.36,3918843.00
24/08/17,608.80,605.94,610.28,600.80,4909312.00
28/08/17,605.80,609.89,612.51,601.94,3565779.00
29/08/17,600.41,605.46,610.18,598.27,3443278.00
30/08/17,608.47,604.99,611.09,604.13,3524171.00
31/08/17,607.89,606.85,612.61,602.32,6514220.00
01/09/17,620.42,609.70,621.90,608.85,6152375.00
04/09/17,615.99,620.23,620.90,611.18,2411324.00
05/09/17,621.28,617.04,623.52,616.66,3168850.00
06/09/17,622.14,616.52,625.09,614.99,2726474.00
07/09/17,621.95,625.95,625.95,619.56,2504395.00
08/09/17,624.42,623.19,632.33,621.04,4712247.00
11/09/17,631.28,625.95,632.47,621.76,3208849.00
12/09/17,650.62,643.10,660.25,642.62,10312267.00
13/09/17,647.53,649.53,651.48,643.72,2353272.00
14/09/17,645.67,647.38,651.34,640.33,1906013.00
15/09/17,646.86,644.05,649.20,639.81,3241869.00
18/09/17,641.10,644.05,650.72,639.38,2293247.00
19/09/17,644.43,641.86,649.15,641.19,3708821.00
20/09/17,655.15,644.24,659.10,642.57,8780970.00
21/09/17,654.63,661.01,663.34,649.00,6132440.00
22/09/17,623.09,651.67,651.67,620.23,4418928.00
25/09/17,609.51,624.04,624.23,593.65,7063975.00
26/09/17,623.19,612.13,625.95,608.66,3948737.00
27/09/17,618.66,628.81,628.81,612.66,4959812.00
28/09/17,618.99,622.04,625.47,612.28,6579011.00
29/09/17,621.71,623.85,625.95,619.33,2838861.00
03/10/17,629.57,625.47,634.43,625.47,2849961.00
04/10/17,627.85,629.19,631.24,623.52,2784555.00
05/10/17,629.76,626.90,633.90,626.38,1552614.00
06/10/17,658.77,633.81,661.01,633.62,9464812.00
09/10/17,664.30,660.25,671.11,658.91,5619102.00
10/10/17,658.15,667.82,670.87,652.72,4197902.00
11/10/17,650.05,661.68,665.77,641.48,4191994.00
12/10/17,658.91,655.48,661.01,649.20,4524341.00
13/10/17,677.25,664.58,683.54,662.15,9628769.00
16/10/17,681.16,679.49,685.49,678.02,4213048.00
17/10/17,678.83,681.16,684.26,674.97,2801245.00
18/10/17,676.06,682.02,683.87,673.68,3401417.00
19/10/17,672.16,675.35,677.40,669.68,410438.00
23/10/17,678.35,673.20,680.59,672.35,2719954.00
24/10/17,685.30,682.83,693.88,680.30,4555003.00
25/10/17,683.68,687.92,692.35,675.97,3164905.00
26/10/17,694.74,683.78,698.17,681.97,5666479.00
27/10/17,692.45,698.26,700.02,688.45,2777068.00
30/10/17,684.30,695.40,700.26,679.44,5046825.00
31/10/17,670.54,689.78,695.31,664.25,13545468.00
01/11/17,673.87,679.83,683.11,670.35,5458694.00
02/11/17,672.73,675.44,675.44,664.53,3183542.00
03/11/17,675.40,674.54,679.35,670.39,3287588.00
06/11/17,673.39,671.63,682.11,666.25,3942823.00
07/11/17,660.44,676.35,679.44,653.91,4457296.00
08/11/17,660.39,662.34,667.39,651.72,3590520.00
