Date,Close,High,Low,Volume
11/10/17,222.18,229.59,220.03,102524.00
12/10/17,230.48,231.80,221.22,633238.00
13/10/17,227.37,229.96,226.00,767593.00
16/10/17,225.57,228.93,224.93,50009.00
17/10/17,226.69,227.80,224.74,286114.00
18/10/17,225.83,228.50,225.30,376810.00
19/10/17,223.33,226.00,221.60,14255.00
23/10/17,228.32,232.38,223.40,619600.00
24/10/17,235.42,236.78,228.15,882282.00
25/10/17,218.65,235.00,216.06,462673.00
26/10/17,222.75,225.00,215.29,134010.00
27/10/17,224.72,227.26,222.93,71147.00
30/10/17,228.24,230.00,224.04,61375.00
31/10/17,230.24,232.20,228.93,138164.00
01/11/17,244.98,258.88,233.00,2118375.00
02/11/17,248.78,250.56,245.13,390803.00
03/11/17,248.29,253.76,246.65,196814.00
06/11/17,253.11,254.40,245.15,926370.00
07/11/17,253.74,256.66,250.61,201760.00
08/11/17,253.43,260.00,251.70,178858.00
09/11/17,254.72,256.95,252.21,242611.00
10/11/17,253.98,255.36,249.49,134548.00
13/11/17,249.36,254.50,247.80,203193.00
14/11/17,250.10,253.00,247.38,193664.00
15/11/17,249.60,251.93,248.10,137595.00
16/11/17,259.89,261.50,248.21,306743.00
17/11/17,254.81,263.70,252.50,169452.00
20/11/17,257.35,258.95,252.72,92347.00
21/11/17,257.89,261.98,257.02,123745.00
22/11/17,255.89,260.00,254.47,140734.00
23/11/17,254.83,257.80,253.61,108822.00
24/11/17,254.13,255.00,252.90,111261.00
27/11/17,253.78,256.60,253.00,107735.00
28/11/17,256.03,256.63,252.05,152692.00
29/11/17,257.17,258.68,252.00,414286.00
30/11/17,255.75,258.70,254.40,203778.00
01/12/17,256.89,261.61,255.41,434699.00
04/12/17,258.78,260.00,255.61,112139.00
05/12/17,261.11,263.23,248.51,240597.00
06/12/17,256.01,264.98,254.04,244348.00
07/12/17,257.32,260.94,255.21,111691.00
08/12/17,259.91,260.40,258.00,159505.00
11/12/17,258.60,260.31,257.00,119608.00
12/12/17,255.18,258.90,253.20,151330.00
13/12/17,258.42,259.99,251.90,174783.00
14/12/17,259.85,260.39,255.53,337240.00
15/12/17,257.94,261.00,257.22,183805.00
18/12/17,255.09,260.01,250.66,454009.00
19/12/17,257.48,259.35,256.55,78620.00
20/12/17,259.97,260.80,256.01,242863.00
21/12/17,259.31,261.80,258.20,664666.00
22/12/17,258.92,260.10,256.52,120104.00
26/12/17,258.63,261.00,256.60,124341.00
27/12/17,257.29,259.10,255.43,71797.00
28/12/17,257.49,260.00,254.20,341594.00
29/12/17,259.91,260.00,256.40,127786.00
01/01/18,263.57,267.57,258.28,165858.00
02/01/18,259.28,263.16,255.77,348515.00
03/01/18,261.87,263.00,260.00,255824.00
04/01/18,261.90,263.00,258.71,70464.00
05/01/18,261.62,264.55,259.83,210100.00
08/01/18,264.38,270.76,261.26,381883.00
09/01/18,266.58,269.97,263.29,239430.00
10/01/18,260.18,267.80,259.20,167902.00
11/01/18,261.76,264.38,259.06,152413.00
12/01/18,262.16,263.99,255.33,221234.00
15/01/18,263.23,266.72,262.26,109994.00
16/01/18,266.56,272.16,261.60,673730.00
17/01/18,268.98,269.87,262.34,145687.00
18/01/18,262.92,270.61,255.87,179604.00
19/01/18,264.54,266.19,260.04,55034.00
22/01/18,261.82,265.57,258.91,182669.00
23/01/18,262.18,263.39,260.48,112831.00
24/01/18,261.19,263.60,259.02,135572.00
25/01/18,261.50,264.97,259.48,194191.00
29/01/18,261.94,265.80,260.08,94892.00
30/01/18,257.54,264.97,254.16,214409.00
31/01/18,257.21,264.98,255.21,403468.00
01/02/18,266.96,267.93,257.22,232788.00
02/02/18,254.91,266.98,246.10,649932.00
05/02/18,254.72,258.08,242.25,246584.00
06/02/18,256.99,261.74,241.00,227637.00
07/02/18,259.19,265.50,254.01,379979.00
08/02/18,261.06,266.40,258.57,158996.00
09/02/18,264.51,267.00,256.41,179399.00
12/02/18,273.01,276.39,264.75,528263.00
14/02/18,277.99,280.99,274.39,686713.00
15/02/18,277.02,282.40,275.81,206225.00
16/02/18,270.42,281.07,268.51,100836.00
19/02/18,270.20,271.79,259.20,290290.00
20/02/18,266.56,273.38,264.06,136291.00
21/02/18,276.32,277.40,264.80,289354.00
22/02/18,275.80,279.60,272.80,319177.00
23/02/18,283.12,285.68,274.10,397357.00
26/02/18,288.22,289.91,279.22,333936.00
27/02/18,292.91,294.40,287.64,358063.00
28/02/18,293.99,295.00,289.32,615724.00
01/03/18,290.30,297.19,287.62,1376349.00
05/03/18,290.74,297.52,284.77,540458.00
